"ID","Species","Sample_Type","Season","Month","Day","Year","Slough","Site","Habitat","Method","Throw","Length","Wet_Weight","Sex","Stomach_Kept","Comments","Freezer","Tube_Weight","Total_Mass","Sorted","neg_80_freezer","Freeze_Dried","Dried","Crushed","Isotope","Decarb","Entered_by","Checked_by","Count","size_class"
"PFa51","PROFAL","cray","Dry","3","15",2019,"SRS","AH13","NP","DF",NA,21.27,1.573,1,NA,"",NA,NA,NA,"Y","Y","Y","Y","Y","N","N",NA,"JD",NA,NA
"RT07","RANATP","vert","Dry","3","14",2019,"SRS","AH13","NP","DF",NA,23.68,2.603,NA,"N","TL:74.36mm",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","MS","VG",NA,"R.gry1"
"RT08","RANATP","vert","Dry","3","14",2019,"SRS","AH13","NP","DF",NA,24.09,2.427,NA,"N","TL:64.40mm",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","MS","VG",NA,"R.gry1"
"P194","SAGLAN","om","Dry","3","15",2019,"SRS","AH13","NP","FR",NA,NA,NA,NA,NA,"","Y",NA,"","Y","Y","Y","Y","Y","N","N","SS","",NA,NA
"P238","SAGLAN","om","Dry","3","15",2019,"SRS","AH13","NP","FR",NA,NA,NA,NA,NA,"","Y",NA,"","Y","Y","Y","Y","Y","N","N","SS","",NA,NA
"Mi144","STRATI","zooplankton","Dry","3","15",2019,"SRS","AH13","NP","FT",NA,NA,NA,NA,NA,"",NA,NA,NA,"Y","N","N","N",NA,"N",NA,NA,NA,2,NA
"AB21","ALGBAL","om","Dry","3","15",2019,"SRS","AH13","Pond","FR",NA,NA,NA,NA,NA,"","Y",NA,"","Y","N","N","N","N","N","N","","",NA,NA
"AB22","ALGBAL","om","Dry","3","15",2019,"SRS","AH13","Pond","FR",NA,NA,NA,NA,NA,"IN LARGE TUBE","Y",NA,"","Y","N","N","N","N","N","N","","",NA,NA
"AB23","ALGBAL","om","Dry","3","15",2019,"SRS","AH13","Pond","FR",NA,NA,NA,NA,NA,"","Y",NA,"","Y","N","N","N","N","N","N","","",NA,NA
"AN06","AMENAT","vert","Dry","3","20",2019,"SRS","AH13","Pond","EFISH",NA,77.44,10.835,NA,"Y","",NA,NA,NA,"Y","Y","N","N","N","N","N","VG","MS",NA,"A.nat1"
"Mi156","BLUE MITE","zooplankton","Dry","3","15",2019,"SRS","AH13","Pond","FT",NA,NA,NA,NA,NA,"",NA,NA,NA,"Y","N","N","N",NA,"N",NA,NA,NA,7,NA
"BG42","BRAGRA","invert","Dry","3","15",2019,"SRS","AH13","Pond","TT","1",NA,0.038,NA,NA,"",NA,NA,NA,"Y","Y","Y","Y","N","N","N","","",2,NA
"BG43","BRAGRA","invert","Dry","3","15",2019,"SRS","AH13","Pond","TT","1",NA,NA,NA,NA,"",NA,NA,NA,"Y","Y","Y","Y","N","N","N","","",NA,NA
"BG44","BRAGRA","invert","Dry","3","15",2019,"SRS","AH13","Pond","TT","2",NA,0.034,NA,NA,"",NA,NA,NA,"Y","Y","Y","Y","N","N","N","","",1,NA
"CS258","CELSPP","invert","Dry","3","15",2019,"SRS","AH13","Pond","TT","1",NA,0.399,NA,NA,"",NA,NA,NA,"Y","Y","Y","Y","N","N","N","","",5,NA
"CS259","CELSPP","invert","Dry","3","15",2019,"SRS","AH13","Pond","TT","1",NA,NA,NA,NA,"",NA,NA,NA,"Y","Y","Y","Y","N","N","N","","",NA,NA
"CS260","CELSPP","invert","Dry","3","15",2019,"SRS","AH13","Pond","TT","1",NA,NA,NA,NA,"",NA,NA,NA,"Y","Y","Y","Y","N","N","N","","",NA,NA
"CS261","CELSPP","invert","Dry","3","15",2019,"SRS","AH13","Pond","TT","1",NA,NA,NA,NA,"",NA,NA,NA,"Y","Y","Y","Y","N","N","N","","",NA,NA
"CS262","CELSPP","invert","Dry","3","15",2019,"SRS","AH13","Pond","TT","1",NA,NA,NA,NA,"",NA,NA,NA,"Y","Y","Y","Y","N","N","N","","",NA,NA
"Mi155","CHIRON","zooplankton","Dry","3","15",2019,"SRS","AH13","Pond","FT",NA,NA,NA,NA,NA,"",NA,NA,NA,"Y","N","N","N",NA,"N",NA,NA,NA,3,NA
"Mi148","CLADOCERA","zooplankton","Dry","3","15",2019,"SRS","AH13","Pond","FT",NA,NA,NA,NA,NA,"",NA,NA,NA,"Y","Y","Y","Y",NA,"N",NA,NA,NA,84,NA
"P168","CLAJAM","om","Dry","3","15",2019,"SRS","AH13","Pond","FR",NA,NA,NA,NA,NA,"","Y",NA,"","Y","Y","Y","Y","Y","N","N","SS","",NA,NA
"Mi146","COPEPOD","zooplankton","Dry","3","15",2019,"SRS","AH13","Pond","FT",NA,NA,NA,NA,NA,"**SAME AS Mi146",NA,NA,NA,"Y","Y","Y","Y",NA,"N",NA,NA,NA,182,NA
"Mi147","COPEPOD","zooplankton","Dry","3","15",2019,"SRS","AH13","Pond","FT",NA,NA,NA,NA,NA,"**SAME AS Mi146",NA,NA,NA,"Y","Y","Y","Y",NA,"N",NA,NA,NA,NA,NA
"P240","ELECEL","om","Dry","3","15",2019,"SRS","AH13","Pond","FR",NA,NA,NA,NA,NA,"","N",NA,"","Y","Y","Y","Y","Y","N","N","SS","",NA,NA
"Mi149","EPHEME","zooplankton","Dry","3","15",2019,"SRS","AH13","Pond","FT",NA,NA,NA,NA,NA,"",NA,NA,NA,"Y","N","N","N",NA,"N",NA,NA,NA,18,NA
"ES24","ERYSIM","invert","Dry","3","15",2019,"SRS","AH13","Pond","MT",NA,NA,0.182,NA,NA,"",NA,NA,NA,"Y","Y","Y","Y","N","N","N","","",1,NA
"F48","FLOC","om","Dry","3","15",2019,"SRS","AH13","Pond","FR",NA,NA,NA,NA,NA,"","N",NA,"","Y","Y","Y","Y","Y","N","N","SS","",NA,NA
"FC142","FUNCHR","vert","Dry","3","15",2019,"SRS","AH13","Pond","TT","1",41.22,1.339,NA,"Y","melani",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","MS","VG",NA,"F.chr2"
"FC143","FUNCHR","vert","Dry","3","15",2019,"SRS","AH13","Pond","TT","2",28.74,0.449,NA,"Y","",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","MS","VG",NA,"F.chr1"
"GH573","GAMHOL","vert","Dry","3","15",2019,"SRS","AH13","Pond","TT","1",30.28,0.522,2,"Y","38 PP IN FREEZER",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","MS","VG",NA,"G.hol2"
"GH574","GAMHOL","vert","Dry","3","15",2019,"SRS","AH13","Pond","TT","1",24.72,0.292,2,"Y","",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","MS","VG",NA,"G.hol2"
"GH575","GAMHOL","vert","Dry","3","15",2019,"SRS","AH13","Pond","TT","1",20.55,0.193,2,"Y","",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","MS","VG",NA,"G.hol2"
"GH576","GAMHOL","vert","Dry","3","15",2019,"SRS","AH13","Pond","TT","1",25.63,0.35,2,"Y","",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","MS","VG",NA,"G.hol2"
"GH577","GAMHOL","vert","Dry","3","15",2019,"SRS","AH13","Pond","TT","1",19.16,0.139,1,"Y","",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","MS","VG",NA,"G.hol2"
"GH578","GAMHOL","vert","Dry","3","15",2019,"SRS","AH13","Pond","TT","1",20.84,0.2,2,"Y","",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","MS","VG",NA,"G.hol2"
"GH579","GAMHOL","vert","Dry","3","15",2019,"SRS","AH13","Pond","TT","1",21.97,0.207,2,"Y","",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","MS","VG",NA,"G.hol2"
"GH580","GAMHOL","vert","Dry","3","15",2019,"SRS","AH13","Pond","TT","1",26.79,0.369,2,"Y","",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","MS","VG",NA,"G.hol2"
"GH581","GAMHOL","vert","Dry","3","15",2019,"SRS","AH13","Pond","TT","1",18.75,0.096,1,"Y","",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","MS","VG",NA,"G.hol2"
"GH582","GAMHOL","vert","Dry","3","15",2019,"SRS","AH13","Pond","TT","1",20.26,0.196,2,"Y","",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","MS","VG",NA,"G.hol2"
"GH583","GAMHOL","vert","Dry","3","15",2019,"SRS","AH13","Pond","TT","1",16.58,0.088,3,"Y","",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","MS","VG",NA,"G.hol1"
"GH584","GAMHOL","vert","Dry","3","15",2019,"SRS","AH13","Pond","TT","1",20.13,0.183,2,"Y","",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","MS","VG",NA,"G.hol2"
"GH585","GAMHOL","vert","Dry","3","15",2019,"SRS","AH13","Pond","TT","1",22.33,0.272,2,"Y","",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","MS","VG",NA,"G.hol2"
"GH586","GAMHOL","vert","Dry","3","15",2019,"SRS","AH13","Pond","TT","1",25.27,0.381,2,"Y","",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","MS","VG",NA,"G.hol2"
"GH587","GAMHOL","vert","Dry","3","15",2019,"SRS","AH13","Pond","TT","1",18.24,0.115,1,"Y","",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","MS","VG",NA,"G.hol2"
"GH588","GAMHOL","vert","Dry","3","15",2019,"SRS","AH13","Pond","TT","1",7.7,0.011,3,"Y","",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","MS","VG",NA,"G.hol1"
"GH589","GAMHOL","vert","Dry","3","15",2019,"SRS","AH13","Pond","TT","1",6.67,0.008,3,"Y","",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","MS","VG",NA,"G.hol1"
"GH590","GAMHOL","vert","Dry","3","15",2019,"SRS","AH13","Pond","TT","1",7.51,0.011,3,"Y","",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","MS","VG",NA,"G.hol1"
"GH591","GAMHOL","vert","Dry","3","15",2019,"SRS","AH13","Pond","TT","1",6.88,0.006,3,"N","RIPPED FISH, NO STOMACH",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","MS","VG",NA,"G.hol1"
"GH592","GAMHOL","vert","Dry","3","15",2019,"SRS","AH13","Pond","TT","2",30.91,0.582,2,"Y","21 PP, 14 GH IN FREEZER",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","MS","VG",NA,"G.hol2"
"GH593","GAMHOL","vert","Dry","3","15",2019,"SRS","AH13","Pond","TT","2",27.98,0.434,2,"Y","",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","MS","VG",NA,"G.hol2"
"HF227","HETFOR","vert","Dry","3","15",2019,"SRS","AH13","Pond","MT",NA,11.59,0.065,2,"N","",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","MS","VG",NA,"H.for1"
"HP04","HOPLIT","vert","Dry","3","20",2019,"SRS","AH13","Pond","EFISH",NA,168,168.494,NA,"Y","",NA,NA,NA,"Y","Y","N","N","N","N","N","VG","MS",NA,"H.lit1"
"LL54","LEPGUL","vert","Dry","3","20",2019,"SRS","AH13","Pond","EFISH",NA,98.48,35.536,NA,"Y","",NA,NA,NA,"Y","Y","N","N","N","N","N","VG","MS",NA,"L.gul3"
"LL55","LEPGUL","vert","Dry","3","20",2019,"SRS","AH13","Pond","EFISH",NA,103.27,42.026,NA,"Y","",NA,NA,NA,"Y","Y","N","N","N","N","N","VG","MS",NA,"L.gul3"
"LPu20","LEPPUN","vert","Dry","3","20",2019,"SRS","AH13","Pond","EFISH",NA,41.11,2.048,NA,"Y","",NA,NA,NA,"Y","Y","N","N","N","N","N","VG","MS",NA,"L.pun2"
"LPu21","LEPPUN","vert","Dry","3","20",2019,"SRS","AH13","Pond","EFISH",NA,44.94,3.256,NA,"Y","",NA,NA,NA,"Y","Y","N","N","N","N","N","VG","MS",NA,"L.pun2"
"Mi150","LITMON","zooplankton","Dry","3","15",2019,"SRS","AH13","Pond","FT",NA,NA,NA,NA,NA,"",NA,NA,NA,"Y","N","N","N",NA,"N",NA,NA,NA,2,NA
"LG769","LUCGOO","vert","Dry","3","15",2019,"SRS","AH13","Pond","TT","1",27.34,0.36,2,"Y","",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","MS","VG",NA,"L.goo2"
"LG770","LUCGOO","vert","Dry","3","15",2019,"SRS","AH13","Pond","TT","1",22.85,0.246,2,"Y","",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","MS","VG",NA,"L.goo2"
"LG771","LUCGOO","vert","Dry","3","15",2019,"SRS","AH13","Pond","TT","1",12.83,0.035,3,"Y","",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","MS","VG",NA,"L.goo1"
"LG772","LUCGOO","vert","Dry","3","15",2019,"SRS","AH13","Pond","TT","1",19.33,0.14,2,"Y","",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","MS","VG",NA,"L.goo2"
"LG773","LUCGOO","vert","Dry","3","15",2019,"SRS","AH13","Pond","TT","1",22.88,0.224,1,"Y","",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","MS","VG",NA,"L.goo2"
"LG774","LUCGOO","vert","Dry","3","15",2019,"SRS","AH13","Pond","TT","1",22.71,0.201,2,"Y","",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","MS","VG",NA,"L.goo2"
"LG775","LUCGOO","vert","Dry","3","15",2019,"SRS","AH13","Pond","TT","1",18.37,0.115,2,"Y","",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","MS","VG",NA,"L.goo2"
"LG776","LUCGOO","vert","Dry","3","15",2019,"SRS","AH13","Pond","TT","1",20.79,0.155,2,"Y","",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","MS","VG",NA,"L.goo2"
"LG777","LUCGOO","vert","Dry","3","15",2019,"SRS","AH13","Pond","TT","1",17.41,0.117,3,"Y","",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","MS","VG",NA,"L.goo1"
"LG778","LUCGOO","vert","Dry","3","15",2019,"SRS","AH13","Pond","TT","1",18.6,0.107,2,"Y","",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","MS","VG",NA,"L.goo2"
"LG779","LUCGOO","vert","Dry","3","15",2019,"SRS","AH13","Pond","TT","2",25.17,0.284,2,"Y","",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","MS","VG",NA,"L.goo2"
"LG780","LUCGOO","vert","Dry","3","15",2019,"SRS","AH13","Pond","TT","2",22.76,0.204,1,"Y","",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","MS","VG",NA,"L.goo2"
"LG781","LUCGOO","vert","Dry","3","15",2019,"SRS","AH13","Pond","TT","2",23.27,0.212,2,"Y","",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","MS","VG",NA,"L.goo2"
"LG782","LUCGOO","vert","Dry","3","15",2019,"SRS","AH13","Pond","TT","2",17.96,0.101,3,"Y","",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","MS","VG",NA,"L.goo2"
"LG783","LUCGOO","vert","Dry","3","15",2019,"SRS","AH13","Pond","TT","2",14.83,0.045,3,"Y","",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","MS","VG",NA,"L.goo1"
"LG784","LUCGOO","vert","Dry","3","15",2019,"SRS","AH13","Pond","TT","2",16.1,0.072,3,"Y","",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","MS","VG",NA,"L.goo1"
"LG785","LUCGOO","vert","Dry","3","15",2019,"SRS","AH13","Pond","TT","2",15.09,0.064,3,"Y","",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","MS","VG",NA,"L.goo1"
"LG786","LUCGOO","vert","Dry","3","15",2019,"SRS","AH13","Pond","TT","2",18.59,0.102,2,"Y","",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","MS","VG",NA,"L.goo2"
"LG787","LUCGOO","vert","Dry","3","15",2019,"SRS","AH13","Pond","TT","3",15.83,0.06,3,"Y","26 GH, 7 PP IN FREEZER",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","MS","VG",NA,"L.goo1"
"LG788","LUCGOO","vert","Dry","3","15",2019,"SRS","AH13","Pond","TT","3",16.28,0.067,3,"Y","",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","MS","VG",NA,"L.goo1"
"LG789","LUCGOO","vert","Dry","3","15",2019,"SRS","AH13","Pond","TT","3",13.99,0.041,3,"Y","",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","MS","VG",NA,"L.goo1"
"P224","NUPADV","om","Dry","3","15",2019,"SRS","AH13","Pond","FR",NA,NA,NA,NA,NA,"","Y",NA,"","Y","Y","Y","Y","Y","N","N","SS","",NA,NA
"Mi152","OSTRACOD","zooplankton","Dry","3","15",2019,"SRS","AH13","Pond","FT",NA,NA,NA,NA,NA,"**SAME AS Mi152",NA,NA,NA,"Y","Y","Y","Y",NA,"N",NA,NA,NA,395,NA
"Mi153","OSTRACOD","zooplankton","Dry","3","15",2019,"SRS","AH13","Pond","FT",NA,NA,NA,NA,NA,"**SAME AS Mi152",NA,NA,NA,"Y","Y","Y","Y",NA,"N",NA,NA,NA,NA,NA
"Mi154","OSTRACOD","zooplankton","Dry","3","15",2019,"SRS","AH13","Pond","FT",NA,NA,NA,NA,NA,"**SAME AS Mi152",NA,NA,NA,"Y","Y","Y","Y",NA,"N",NA,NA,NA,NA,NA
"PP1235","PALPAL","invert","Dry","3","15",2019,"SRS","AH13","Pond","TT","1",NA,2.145,NA,NA,"38 PP IN FREEZER",NA,NA,NA,"Y","Y","Y","Y","N","N","N","","",20,NA
"PP1236","PALPAL","invert","Dry","3","15",2019,"SRS","AH13","Pond","TT","1",NA,NA,NA,NA,"",NA,NA,NA,"Y","Y","Y","Y","N","N","N","","",NA,NA
"PP1237","PALPAL","invert","Dry","3","15",2019,"SRS","AH13","Pond","TT","1",NA,NA,NA,NA,"",NA,NA,NA,"Y","Y","Y","Y","N","N","N","","",NA,NA
"PP1238","PALPAL","invert","Dry","3","15",2019,"SRS","AH13","Pond","TT","1",NA,NA,NA,NA,"",NA,NA,NA,"Y","Y","Y","Y","N","N","N","","",NA,NA
"PP1239","PALPAL","invert","Dry","3","15",2019,"SRS","AH13","Pond","TT","1",NA,NA,NA,NA,"",NA,NA,NA,"Y","Y","Y","Y","N","N","N","","",NA,NA
"PP1240","PALPAL","invert","Dry","3","15",2019,"SRS","AH13","Pond","TT","1",NA,NA,NA,NA,"",NA,NA,NA,"Y","Y","Y","Y","N","N","N","","",NA,NA
"PP1241","PALPAL","invert","Dry","3","15",2019,"SRS","AH13","Pond","TT","1",NA,NA,NA,NA,"",NA,NA,NA,"Y","Y","Y","Y","N","N","N","","",NA,NA
"PP1242","PALPAL","invert","Dry","3","15",2019,"SRS","AH13","Pond","TT","1",NA,NA,NA,NA,"",NA,NA,NA,"Y","Y","Y","Y","N","N","N","","",NA,NA
"PP1243","PALPAL","invert","Dry","3","15",2019,"SRS","AH13","Pond","TT","1",NA,NA,NA,NA,"",NA,NA,NA,"Y","Y","Y","Y","N","N","N","","",NA,NA
"PP1244","PALPAL","invert","Dry","3","15",2019,"SRS","AH13","Pond","TT","1",NA,NA,NA,NA,"",NA,NA,NA,"Y","Y","Y","Y","N","N","N","","",NA,NA
"PP1245","PALPAL","invert","Dry","3","15",2019,"SRS","AH13","Pond","TT","1",NA,NA,NA,NA,"",NA,NA,NA,"Y","Y","Y","Y","N","N","N","","",NA,NA
"PP1246","PALPAL","invert","Dry","3","15",2019,"SRS","AH13","Pond","TT","1",NA,NA,NA,NA,"",NA,NA,NA,"Y","Y","Y","Y","N","N","N","","",NA,NA
"PP1247","PALPAL","invert","Dry","3","15",2019,"SRS","AH13","Pond","TT","1",NA,NA,NA,NA,"",NA,NA,NA,"Y","Y","Y","Y","N","N","N","","",NA,NA
"PP1248","PALPAL","invert","Dry","3","15",2019,"SRS","AH13","Pond","TT","1",NA,NA,NA,NA,"",NA,NA,NA,"Y","Y","Y","Y","N","N","N","","",NA,NA
"PP1249","PALPAL","invert","Dry","3","15",2019,"SRS","AH13","Pond","TT","1",NA,NA,NA,NA,"",NA,NA,NA,"Y","Y","Y","Y","N","N","N","","",NA,NA
"PP1250","PALPAL","invert","Dry","3","15",2019,"SRS","AH13","Pond","TT","1",NA,NA,NA,NA,"",NA,NA,NA,"Y","Y","Y","Y","N","N","N","","",NA,NA
"PP1251","PALPAL","invert","Dry","3","15",2019,"SRS","AH13","Pond","TT","1",NA,NA,NA,NA,"",NA,NA,NA,"Y","Y","Y","Y","N","N","N","","",NA,NA
"PP1252","PALPAL","invert","Dry","3","15",2019,"SRS","AH13","Pond","TT","1",NA,NA,NA,NA,"",NA,NA,NA,"Y","Y","Y","Y","N","N","N","","",NA,NA
"PP1253","PALPAL","invert","Dry","3","15",2019,"SRS","AH13","Pond","TT","1",NA,NA,NA,NA,"",NA,NA,NA,"Y","Y","Y","Y","N","N","N","","",NA,NA
"PP1254","PALPAL","invert","Dry","3","15",2019,"SRS","AH13","Pond","TT","1",NA,NA,NA,NA,"",NA,NA,NA,"Y","Y","Y","Y","N","N","N","","",NA,NA
"P221","PANHEM","om","Dry","3","15",2019,"SRS","AH13","Pond","FR",NA,NA,NA,NA,NA,"","N",NA,"","Y","Y","Y","Y","Y","N","N","SS","",NA,NA
"P233","PASGEM","om","Dry","3","15",2019,"SRS","AH13","Pond","FR",NA,NA,NA,NA,NA,"","N",NA,"","Y","Y","Y","Y","Y","N","N","SS","",NA,NA
"PL70","POELAT","vert","Dry","3","15",2019,"SRS","AH13","Pond","MT",NA,25.5,0.479,1,"N","34 GH, 9 LG, 11 PP IN FREEZER",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","MS","VG",NA,"P.lat2"
"P160","PONCOR","om","Dry","3","15",2019,"SRS","AH13","Pond","FR",NA,NA,NA,NA,NA,"","Y",NA,"","Y","Y","Y","Y","Y","N","N","SS","",NA,NA
"Mi151","ROUND WORM","zooplankton","Dry","3","15",2019,"SRS","AH13","Pond","FT",NA,NA,NA,NA,NA,"",NA,NA,NA,"Y","N","N","N",NA,"N",NA,NA,NA,3,NA
"P241","SAGLAN","om","Dry","3","15",2019,"SRS","AH13","Pond","FR",NA,NA,NA,NA,NA,"","Y",NA,"","Y","Y","Y","Y","Y","N","N","SS","",NA,NA
"P214","UTRFOL","om","Dry","3","15",2019,"SRS","AH13","Pond","FR",NA,NA,NA,NA,NA,"","Y",NA,"","Y","Y","Y","Y","Y","N","N","SS","",NA,NA
"P213","UTRPUR","om","Dry","3","15",2019,"SRS","AH13","Pond","FR",NA,NA,NA,NA,NA,"","Y",NA,"","Y","Y","Y","Y","Y","N","N","SS","",NA,NA
"AN10","AMENAT","vert","Dry","3","20",2019,"SRS","AHCFPB","Pond","EFISH",NA,80.01,13.592,NA,"Y","",NA,NA,NA,"Y","Y","N","N","N","N","N","VG","MS",NA,"A.nat1"
"AN11","AMENAT","vert","Dry","3","20",2019,"SRS","AHCFPB","Pond","EFISH",NA,116,46.582,NA,"Y","",NA,NA,NA,"Y","Y","N","N","N","N","N","VG","MS",NA,"A.nat2"
"AN12","AMENAT","vert","Dry","3","20",2019,"SRS","AHCFPB","Pond","EFISH",NA,107,34.58,NA,"Y","",NA,NA,NA,"Y","Y","N","N","N","N","N","VG","MS",NA,"A.nat2"
"AN13","AMENAT","vert","Dry","3","20",2019,"SRS","AHCFPB","Pond","EFISH",NA,114,39.521,NA,"Y","",NA,NA,NA,"Y","Y","N","N","N","N","N","VG","MS",NA,"A.nat2"
"AN14","AMENAT","vert","Dry","3","20",2019,"SRS","AHCFPB","Pond","EFISH",NA,148,79.21,NA,"Y","",NA,NA,NA,"Y","Y","N","N","N","N","N","VG","MS",NA,"A.nat3"
"AN15","AMENAT","vert","Dry","3","20",2019,"SRS","AHCFPB","Pond","EFISH",NA,155,93.732,NA,"Y","",NA,NA,NA,"Y","Y","N","N","N","N","N","VG","MS",NA,"A.nat3"
"AN16","AMENAT","vert","Dry","3","20",2019,"SRS","AHCFPB","Pond","EFISH",NA,163,117.985,NA,"Y","",NA,NA,NA,"Y","Y","N","N","N","N","N","VG","MS",NA,"A.nat3"
"AN17","AMENAT","vert","Dry","3","20",2019,"SRS","AHCFPB","Pond","EFISH",NA,188,147.136,NA,"Y","",NA,NA,NA,"Y","Y","N","N","N","N","N","VG","MS",NA,"A.nat4"
"AN24","AMENAT","vert","Dry","3","20",2019,"SRS","AHCFPB","Pond","EFISH",NA,90.36,12.17,NA,"Y","",NA,NA,NA,"Y","Y","N","N","N","N","N","MS","",NA,"A.nat1"
"AN25","AMENAT","vert","Dry","3","20",2019,"SRS","AHCFPB","Pond","EFISH",NA,146.45,65.268,NA,"Y","",NA,NA,NA,"Y","Y","N","N","N","N","N","MS","",NA,"A.nat3"
"AN26","AMENAT","vert","Dry","3","20",2019,"SRS","AHCFPB","Pond","EFISH",NA,146.46,71.766,NA,"Y","",NA,NA,NA,"Y","Y","N","N","N","N","N","MS","",NA,"A.nat3"
"AN27","AMENAT","vert","Dry","3","20",2019,"SRS","AHCFPB","Pond","EFISH",NA,184,113.312,NA,"Y","",NA,NA,NA,"Y","Y","N","N","N","N","N","MS","",NA,"A.nat4"
"AN28","AMENAT","vert","Dry","3","20",2019,"SRS","AHCFPB","Pond","EFISH",NA,178,118.903,NA,"Y","",NA,NA,NA,"Y","Y","N","N","N","N","N","MS","",NA,"A.nat4"
"AN29","AMENAT","vert","Dry","3","20",2019,"SRS","AHCFPB","Pond","EFISH",NA,200,129.204,NA,"Y","",NA,NA,NA,"Y","Y","N","N","N","N","N","MS","",NA,"A.nat4"
"CM08","CICMAN","vert","Dry","3","20",2019,"SRS","AHCFPB","Pond","EFISH",NA,86.1,17.723,NA,"Y","",NA,NA,NA,"Y","Y","N","N","N","N","N","MS","",NA,"C.man1"
"EU18","ERISUC","vert","Dry","3","20",2019,"SRS","AHCFPB","Pond","EFISH",NA,111.13,26.893,NA,"Y","",NA,NA,NA,"Y","Y","N","N","N","N","N","VG","MS",NA,"E.suc2"
"EU19","ERISUC","vert","Dry","3","20",2019,"SRS","AHCFPB","Pond","EFISH",NA,121.72,44.685,NA,"Y","",NA,NA,NA,"Y","Y","N","N","N","N","N","VG","MS",NA,"E.suc2"
"EU20","ERISUC","vert","Dry","3","20",2019,"SRS","AHCFPB","Pond","EFISH",NA,140.26,62.441,NA,"Y","",NA,NA,NA,"Y","Y","N","N","N","N","N","VG","MS",NA,"E.suc2"
"EU25","ERISUC","vert","Dry","3","20",2019,"SRS","AHCFPB","Pond","EFISH",NA,134.15,48.917,NA,"Y","",NA,NA,NA,"Y","Y","N","N","N","N","N","MS","",NA,"E.suc2"
"HP09","HOPLIT","vert","Dry","3","20",2019,"SRS","AHCFPB","Pond","EFISH",NA,114.05,49.478,NA,"Y","",NA,NA,NA,"Y","Y","N","N","N","N","N","MS","",NA,"H.lit1"
"HP10","HOPLIT","vert","Dry","3","20",2019,"SRS","AHCFPB","Pond","EFISH",NA,102.15,38.319,NA,"Y","",NA,NA,NA,"Y","Y","N","N","N","N","N","MS","",NA,"H.lit1"
"HP11","HOPLIT","vert","Dry","3","20",2019,"SRS","AHCFPB","Pond","EFISH",NA,121.11,78.667,NA,"Y","",NA,NA,NA,"Y","Y","N","N","N","N","N","MS","",NA,"H.lit1"
"HP12","HOPLIT","vert","Dry","3","20",2019,"SRS","AHCFPB","Pond","EFISH",NA,121.74,71.13,NA,"Y","",NA,NA,NA,"Y","Y","N","N","N","N","N","MS","",NA,"H.lit1"
"HP13","HOPLIT","vert","Dry","3","20",2019,"SRS","AHCFPB","Pond","EFISH",NA,142.03,97.705,NA,"Y","",NA,NA,NA,"Y","Y","N","N","N","N","N","MS","",NA,"H.lit1"
