"","size_class","Invasion_Status","Habitat","Season","Length","Wet_Weight","X","Amphipoda","Araneae","Argulus","Belo.Naucor","Centrarchid","Chironomid","Cladocera","Coleoptera","Collembola","Copepoda","Cyprinodontid","Detritus","Diptera","Ephemeroptera","Green.Algae","Hemiptera","Hydrachnidia","Hymenoptera","Misc","Misc.Fish","Misc.Invert","Mollusca","Odonata","Oligochaeta","Ostracoda","Palaemonetes","Periphyton","Procambarus","Trichoptera","Vasc.Plant"
"...2612","L_pun2","Pre-Invasion","Spikerush","Wet",72.5,25.67,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"...2613","L_pun2","Pre-Invasion","Spikerush","Wet",72.5,25.67,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,3,0,0,0,1,0
"...2614","L_pun2","Pre-Invasion","Spikerush","Wet",72.5,25.67,NA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"...2615","L_pun2","Pre-Invasion","Spikerush","Wet",72.5,25.67,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"...2616","L_pun2","Pre-Invasion","Spikerush","Wet",72.5,25.67,NA,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"...2617","L_pun2","Pre-Invasion","Spikerush","Wet",72.5,25.67,NA,0,0,0,0,0,11,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"...2618","L_pun2","Pre-Invasion","Spikerush","Wet",53,5.72,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"...2619","L_pun2","Pre-Invasion","Spikerush","Wet",86,26.74,NA,2,0,0,2,0,4,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0
"...2620","L_pun2","Pre-Invasion","Spikerush","Wet",74.5,17.93,NA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0
"...2621","L_pun2","Pre-Invasion","Spikerush","Wet",42.5,2.42,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"...2622","L_pun2","Pre-Invasion","Spikerush","Wet",85,26.83,NA,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"...2623","L_pun2","Pre-Invasion","Spikerush","Wet",81,22.15,NA,5,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"...2624","L_pun2","Pre-Invasion","Pond","Dry",55.3,7.75,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"...2625","L_pun2","Pre-Invasion","Pond","Dry",55.3,7.75,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"...2626","L_pun2","Pre-Invasion","Pond","Dry",55.3,7.75,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"...2627","L_pun2","Pre-Invasion","Pond","Dry",55.3,7.75,NA,0,0,0,0,0,1,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"...2628","L_pun2","Pre-Invasion","Pond","Dry",55.3,7.75,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"...2629","L_pun2","Pre-Invasion","Pond","Dry",55.3,7.75,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"...2630","L_pun2","Pre-Invasion","Pond","Dry",55.3,7.75,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"...2631","L_pun2","Pre-Invasion","Pond","Dry",55.3,7.75,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"...2632","L_pun2","Pre-Invasion","Pond","Dry",55.3,7.75,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"...2633","L_pun2","Pre-Invasion","Pond","Dry",55.3,7.75,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"...2634","L_pun2","Pre-Invasion","Pond","Dry",78,18.82,NA,0,0,0,0,0,0,0,0,0,0,1,0.1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"...2635","L_pun2","Pre-Invasion","Pond","Dry",69,13.23,NA,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0
"...2636","L_pun2","Pre-Invasion","Pond","Dry",70,16,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"...2637","L_pun2","Pre-Invasion","Pond","Dry",80,22.49,NA,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"...2638","L_pun2","Pre-Invasion","Pond","Dry",80,22.49,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"...2639","L_pun2","Pre-Invasion","Pond","Dry",80,22.49,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"...2640","L_pun2","Pre-Invasion","Pond","Dry",80,22.49,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"...2641","L_pun2","Pre-Invasion","Pond","Dry",73.5,15.32,NA,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"...2642","L_pun2","Pre-Invasion","Pond","Dry",76,16.96,NA,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
"...2643","L_pun2","Pre-Invasion","Pond","Dry",76,13.24,NA,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"...2644","L_pun2","Pre-Invasion","Pond","Dry",81,18.45,NA,0,0,0,0,0,10,6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"...2645","L_pun2","Pre-Invasion","Pond","Dry",86.5,25.09,NA,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,1,0.1
"...2646","L_pun2","Pre-Invasion","Pond","Dry",77.5,16.89,NA,0,0,0,0,0,2.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
"...2647","L_pun2","Pre-Invasion","Pond","Dry",79.5,19.61,NA,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
"...2648","L_pun2","Pre-Invasion","Pond","Dry",88,26.93,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.1,0,0,0.1
"...2649","L_pun2","Pre-Invasion","Pond","Dry",88,24.72,NA,0,0,0,0,0,1,0,0,0,0,0,0.1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0.1,0,1,0
"...2650","L_pun2","Pre-Invasion","Pond","Dry",89,26.7,NA,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0.1,0,1,0.1
"...2651","L_pun2","Pre-Invasion","Pond","Dry",87.5,25.82,NA,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0.1,0,0,0
"...2652","L_pun2","Pre-Invasion","Pond","Dry",74.5,15.44,NA,0,0,0,0,0,7,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0.1,0,1,0
"...2653","L_pun2","Pre-Invasion","Pond","Dry",76,15.47,NA,0,0,0,0,0,7,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0.1
"...2654","L_pun2","Pre-Invasion","Pond","Dry",74.5,15.86,NA,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0.1
"...2655","L_pun2","Pre-Invasion","Pond","Dry",83,21.71,NA,0,0,1,0,0,3,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"...2656","L_pun2","Pre-Invasion","Pond","Dry",79.5,19.45,NA,2,0,0,0,0,4,0,3,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.1
"...2657","L_pun2","Pre-Invasion","Pond","Dry",78,14.56,NA,0,0,1,0,0,15,5,0,0,0,0,0.1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0.1,0,0,0
"...2658","L_pun2","Pre-Invasion","Pond","Dry",89,27.39,NA,0,0,1,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
"...2659","L_pun2","Pre-Invasion","Pond","Dry",85.5,25.47,NA,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.1,0,0,0
"...2660","L_pun2","Pre-Invasion","Pond","Dry",74,16.62,NA,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
"...2661","L_pun2","Pre-Invasion","Pond","Dry",73,16.56,NA,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0.1
"...2662","L_pun2","Pre-Invasion","Pond","Dry",76,19.16,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0.1
"...2663","L_pun2","Pre-Invasion","Pond","Dry",85,26.22,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1,0,0,0,0,0,0,0,1,0,0,0,0.1,0,0,0.1
"...2664","L_pun2","Pre-Invasion","Pond","Dry",79,20.05,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
"...2665","L_pun2","Pre-Invasion","Pond","Dry",78,16.11,NA,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.1
"...2666","L_pun2","Pre-Invasion","Spikerush","Dry",99999,3.6,NA,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"...2667","L_pun2","Pre-Invasion","Spikerush","Dry",44.5,3.46,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"...2668","L_pun2","Pre-Invasion","Spikerush","Dry",59,7.81,NA,5,0,0,1,0,1,0,0,0,0,1,0.1,0,1,0,2,0,0,0,0,0,0,1,0,0,5,0,0,0,0
"...2669","L_pun2","Pre-Invasion","Spikerush","Dry",51.8,5.63,NA,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
"...2670","L_pun2","Pre-Invasion","Spikerush","Dry",51.8,5.63,NA,4,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"...2671","L_pun2","Pre-Invasion","Spikerush","Dry",51.8,5.63,NA,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
"...2672","L_pun2","Pre-Invasion","Spikerush","Dry",51.8,5.63,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"...2673","L_pun2","Pre-Invasion","Spikerush","Dry",51.8,5.63,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"...2674","L_pun2","Pre-Invasion","Spikerush","Dry",51.8,5.63,NA,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"...2675","L_pun2","Pre-Invasion","Spikerush","Dry",51.8,5.63,NA,1,0,0,1,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"...2676","L_pun2","Pre-Invasion","Spikerush","Dry",51.8,5.63,NA,2,0,0,0,0,0,2,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0
"...2677","L_pun2","Pre-Invasion","Spikerush","Dry",51.8,5.63,NA,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"...2678","L_pun2","Pre-Invasion","Spikerush","Dry",51.8,5.63,NA,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
"...2679","L_pun2","Pre-Invasion","Spikerush","Dry",51.8,5.63,NA,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"...2680","L_pun2","Pre-Invasion","Spikerush","Dry",51.8,5.63,NA,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"...2681","L_pun2","Pre-Invasion","Spikerush","Dry",51.8,5.63,NA,5,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"...2682","L_pun2","Pre-Invasion","Spikerush","Dry",51.8,5.63,NA,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"...2683","L_pun2","Pre-Invasion","Spikerush","Dry",51.8,5.63,NA,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"...2684","L_pun2","Pre-Invasion","Spikerush","Dry",51.8,5.63,NA,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"...2685","L_pun2","Pre-Invasion","Spikerush","Dry",51.8,5.63,NA,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"...2686","L_pun2","Pre-Invasion","Spikerush","Dry",51.8,5.63,NA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"...2687","L_pun2","Pre-Invasion","Spikerush","Dry",51.8,5.63,NA,3,0,0,0,0,0,0,0,0,0,0,0.1,0,1,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0
"...2688","L_pun2","Pre-Invasion","Spikerush","Dry",51.8,5.63,NA,2,0,0,0,0,1,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0
"...2689","L_pun2","Pre-Invasion","Spikerush","Dry",62.5,8.88,NA,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,0,0,0
"...2690","L_pun2","Pre-Invasion","Spikerush","Dry",0,18.68,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"...2691","L_pun2","Pre-Invasion","Spikerush","Dry",99999,19.68,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0
"...2692","L_pun2","Pre-Invasion","Spikerush","Dry",42,2.9,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"...2693","L_pun2","Pre-Invasion","Spikerush","Dry",53.5,5.52,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
"...2694","L_pun2","Pre-Invasion","Spikerush","Dry",40,2.6,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"...2695","L_pun2","Pre-Invasion","Spikerush","Dry",41.5,2.96,NA,3,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"...2696","L_pun2","Pre-Invasion","Spikerush","Dry",40.5,2.58,NA,3,0,0,0,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0
"...2697","L_pun3","Pre-Invasion","Pond","Wet",132,90.8,NA,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"...2698","L_pun3","Pre-Invasion","Pond","Wet",95,28.5,NA,0,0,0,0,0,1,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"...2699","L_pun3","Pre-Invasion","Pond","Wet",121,83.7,NA,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"...2700","L_pun3","Pre-Invasion","Pond","Wet",105,40.8,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1,0,0,0,0,0,0,2,0
"...2701","L_pun3","Pre-Invasion","Pond","Wet",103,38.6,NA,0,0,0,0,0,4,0,0,0,0,0,0.1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"...2702","L_pun3","Pre-Invasion","Pond","Wet",99,33.1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0
"...2703","L_pun3","Pre-Invasion","Spikerush","Wet",105,49.36,NA,0,1,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"...2704","L_pun3","Pre-Invasion","Spikerush","Wet",97.5,40.33,NA,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"...2705","L_pun3","Pre-Invasion","Pond","Dry",103,40.25,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"...2706","L_pun3","Pre-Invasion","Pond","Dry",100,42.39,NA,3,0,3,0,0,14,1,2,0,0,0,0.1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
"...2707","L_pun3","Pre-Invasion","Pond","Dry",106,50.44,NA,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0.1
"...2708","L_pun3","Pre-Invasion","Pond","Dry",118,63.09,NA,0,0,0,0,0,0,0,2,0,0,1,0.1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.1,0,2,0
"...2709","L_pun3","Pre-Invasion","Pond","Dry",104,42.75,NA,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"...2710","L_pun3","Pre-Invasion","Pond","Dry",99,33.43,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0.1
"...2711","L_pun3","Pre-Invasion","Pond","Dry",117,55.44,NA,0,0,0,0,0,2,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.1,0,1,0.1
"...2712","L_pun3","Pre-Invasion","Pond","Dry",113,44.07,NA,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0.1
"...2713","L_pun3","Pre-Invasion","Pond","Dry",105,56.38,NA,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0.1
"...2714","L_pun3","Pre-Invasion","Pond","Dry",103,42.93,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1
"...2715","L_pun3","Pre-Invasion","Pond","Dry",112,64.93,NA,0,0,0,0,0,0,0,1,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0.1
"...2716","L_pun3","Pre-Invasion","Pond","Dry",112,58.58,NA,0,0,0,0,0,0,0,2,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1,0,0,0.1
"...2717","L_pun3","Pre-Invasion","Pond","Dry",96.5,32.86,NA,0,0,0,0,0,1,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"...2718","L_pun3","Pre-Invasion","Pond","Dry",94.5,35.56,NA,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"...2719","L_pun3","Pre-Invasion","Pond","Dry",106,33.71,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1
"...2720","L_pun3","Pre-Invasion","Pond","Dry",96,28.29,NA,0,0,1,0,0,2,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0.1,0,0,0.1
"...2721","L_mar1","Pre-Invasion","Pond","Wet",44,2.6,NA,1,0,0,0,0,24,0,0,0,3,0,0,0,0,0.1,0,0,0,0.1,0,0,1,0,0,0,0,0,0,0,0
"...2722","L_mar1","Pre-Invasion","Pond","Wet",44,2.3,NA,5,0,0,0,0,12,0,0,0,10,0,0.1,0,0,0,0,0,0,0.1,0,0,0,0,0,5,0,0,0,1,0
"...2723","L_mar1","Pre-Invasion","Pond","Wet",42,1.8,NA,8,0,0,0,0,11,6,0,0,81,0,0.1,1,0,0,1,0,0,0,0,0,0,1,0,4,3,0,0,1,0
"...2724","L_mar1","Pre-Invasion","Pond","Wet",50,3.7,NA,14,0,0,0,0,12,0,0,0,1,0,0.1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,4,0
"...2725","L_mar1","Pre-Invasion","Pond","Wet",60,6.8,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0
"...2726","L_mar1","Pre-Invasion","Pond","Wet",34,1.1,NA,5,0,0,0,0,9,6,0,0,31,0,0,0,2,0,0,0,0,0.1,0,5,0,0,0,0,0,0,0,0,0
"...2727","L_mar1","Pre-Invasion","Pond","Wet",28.8,0.6,NA,2,0,0,0,0,16,2,0,0,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
"...2728","L_mar1","Pre-Invasion","Pond","Wet",35,1.62,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"...2729","L_mar1","Pre-Invasion","Pond","Wet",30.5,0.87,NA,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"...2730","L_mar1","Pre-Invasion","Pond","Wet",20.5,0.23,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"...2731","L_mar1","Pre-Invasion","Pond","Wet",33,1.25,NA,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"...2732","L_mar1","Pre-Invasion","Pond","Wet",42,2.62,NA,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"...2733","L_mar1","Pre-Invasion","Pond","Wet",36,1.66,NA,0,0,0,0,0,0,0,0,0,1,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"...2734","L_mar1","Pre-Invasion","Pond","Wet",27,0.68,NA,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"...2735","L_mar1","Pre-Invasion","Pond","Wet",30.5,0.91,NA,0,0,0,0,0,0,0,0,0,1,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"...2736","L_mar1","Pre-Invasion","Pond","Wet",36,1.67,NA,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"...2737","L_mar1","Pre-Invasion","Pond","Wet",28,0.76,NA,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"...2738","L_mar1","Pre-Invasion","Pond","Wet",26,0.58,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"...2739","L_mar1","Pre-Invasion","Pond","Wet",26,0.61,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"...2740","L_mar1","Pre-Invasion","Pond","Wet",20,0.22,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"...2741","L_mar1","Pre-Invasion","Pond","Wet",24,0.39,NA,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"...2742","L_mar1","Pre-Invasion","Pond","Wet",26.5,0.59,NA,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"...2743","L_mar1","Pre-Invasion","Spikerush","Wet",52,5.17,NA,6,0,0,0,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"...2744","L_mar1","Pre-Invasion","Spikerush","Wet",66,14.29,NA,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"...2745","L_mar1","Pre-Invasion","Spikerush","Wet",56.5,7.26,NA,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"...2746","L_mar1","Pre-Invasion","Spikerush","Wet",50,5.81,NA,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"...2747","L_mar1","Pre-Invasion","Spikerush","Wet",53,5.87,NA,6,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"...2748","L_mar1","Pre-Invasion","Spikerush","Wet",57,7.53,NA,2,0,0,0,0,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
