size_class,Invasion_Status,Habitat,Season,N,Length,Wet_Weight,Amphipoda,Araneae,Argulus,Belo.Naucor,Centrarchid,Chironomid,Cladocera,Coleoptera,Collembola,Copepoda,Cyprinodontid,Detritus,Diptera,Ephemeroptera,Green.Algae,Hemiptera,Hydrachnidia,Hymenoptera,Misc,Misc.Fish,Misc.Invert,Mollusca,Odonata,Oligochaeta,Ostracoda,Palaemonetes,Periphyton,Procambarus,Trichoptera,Vasc.Plant
L.gul4,Pre-Invasion,Pond,Wet,14,122.29± 35.92,100.36± 38.6,0.07± 0.27,0± 0,0± 0,0.07± 0.15,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0.04± 0.13,0.11± 0.29,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0.01± 0.04,0± 0,0± 0,0.16± 0.36,0± 0,0± 0,0.31± 0.43,0± 0,0.24± 0.37,0± 0,0± 0
L.mac1,Pre-Invasion,Marsh,Dry,2,70.5± 7.78,13.32± 5.74,0.36± 0.35,0± 0,0± 0,0± 0,0± 0,0.11± 0.01,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0.05± 0.07,0± 0,0.06± 0.08,0.17± 0.24,0± 0,0± 0,0± 0,0± 0,0.05± 0.07,0± 0,0± 0,0.06± 0.08,0.16± 0.09,0± 0,0± 0,0± 0,0± 0
L.mac1,Post-Invasion,Marsh,Wet,17,89.34± 8.39,26.26± 9.08,0.16± 0.26,0± 0,0± 0,0.07± 0.19,0± 0,0± 0,0± 0,0.01± 0.03,0± 0,0± 0,0± 0,0.05± 0.08,0± 0,0± 0,0± 0,0.01± 0.02,0.22± 0.37,0.01± 0.04,0.01± 0.04,0.03± 0.06,0.02± 0.04,0.03± 0.12,0.09± 0.2,0± 0,0.27± 0.41,0.02± 0.08,0.01± 0.03,0± 0,0± 0,0± 0
L.mac1,Pre-Invasion,Marsh,Wet,1,45.5± NA,2.67± NA,0.05± NA,0± NA,0± NA,0± NA,0± NA,0.02± NA,0± NA,0± NA,0± NA,0.61± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0.24± NA,0± NA,0± NA,0± NA,0.05± NA,0± NA,0.02± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA
L.mac1,Post-Invasion,Pond,Dry,2,69.91± 40.96,18.33± 22.8,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0.12± 0.18,0± 0,0± 0,0± 0,0± 0,0.25± 0.35,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0.12± 0.18,0.12± 0.18,0.38± 0.18,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0
L.mac1,Pre-Invasion,Pond,Dry,3,60.7± 14.64,8.21± 5.98,0.02± 0.04,0± 0,0.01± 0.01,0± 0,0± 0,0.06± 0.06,0.01± 0.01,0± 0,0± 0,0.5± 0.45,0± 0,0± 0.01,0± 0,0.01± 0.01,0± 0,0± 0,0.04± 0.07,0± 0,0± 0,0.33± 0.58,0± 0,0± 0,0.01± 0.01,0± 0,0.01± 0.01,0± 0,0± 0,0± 0,0± 0,0± 0
L.mac1,Post-Invasion,Pond,Wet,6,71.44± 16.01,14.22± 10.14,0.24± 0.39,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0.02± 0.05,0± 0,0.02± 0.02,0± 0,0± 0,0± 0,0± 0,0.48± 0.48,0.01± 0.01,0± 0,0.04± 0.02,0.05± 0.11,0± 0,0± 0,0± 0,0.01± 0.02,0.14± 0.28,0.01± 0.01,0± 0,0± 0,0± 0
L.mac1,Pre-Invasion,Pond,Wet,36,80.5± 13.95,17.7± 13.27,0.11± 0.26,0.01± 0.04,0.1± 0.24,0.01± 0.05,0± 0,0.16± 0.28,0± 0,0.01± 0.03,0.01± 0.04,0.08± 0.19,0.01± 0.04,0.02± 0.06,0.05± 0.18,0± 0.01,0.01± 0.02,0.02± 0.04,0.05± 0.19,0± 0.02,0.04± 0.17,0.04± 0.17,0.12± 0.23,0± 0.02,0.01± 0.05,0± 0,0.02± 0.15,0.01± 0.06,0± 0,0± 0,0.1± 0.23,0± 0
L.mar1,Post-Invasion,Marsh,Dry,3,37.26± 8.16,2.12± 0.81,0.05± 0.09,0± 0,0± 0,0± 0,0± 0,0.18± 0.19,0.25± 0.43,0± 0,0± 0,0± 0,0± 0,0.16± 0.09,0± 0,0± 0,0± 0,0.03± 0.04,0± 0,0± 0,0± 0,0± 0,0.17± 0.29,0± 0,0.06± 0.1,0± 0,0.1± 0.18,0± 0,0± 0,0± 0,0± 0,0± 0
L.mar1,Pre-Invasion,Marsh,Dry,57,39.69± 7.47,2.51± 1.65,0.15± 0.17,0± 0,0± 0,0± 0,0± 0,0.43± 0.25,0.15± 0.16,0± 0.01,0± 0,0.14± 0.12,0± 0.01,0.01± 0.02,0± 0.01,0± 0.02,0± 0,0± 0.01,0± 0,0± 0,0± 0,0± 0,0.02± 0.08,0.02± 0.05,0± 0.01,0± 0.01,0.06± 0.07,0.01± 0.02,0± 0.02,0± 0,0± 0.01,0± 0
L.mar1,Pre-Invasion,Marsh,Wet,42,46.52± 10.08,4.63± 2.55,0.12± 0.12,0± 0,0± 0,0± 0.01,0± 0,0.71± 0.18,0.05± 0.08,0± 0.01,0± 0,0.04± 0.07,0± 0,0.01± 0.01,0.01± 0.02,0± 0.01,0± 0,0.01± 0.05,0± 0,0± 0.01,0± 0,0± 0,0± 0.01,0.01± 0.02,0± 0.01,0± 0.01,0.02± 0.03,0.01± 0.05,0± 0,0± 0,0± 0.01,0± 0
L.mar1,Post-Invasion,Pond,Dry,7,48.68± 9.17,3.93± 1.56,0± 0,0± 0,0± 0,0.04± 0.09,0± 0,0.17± 0.29,0.04± 0.09,0± 0,0± 0,0.05± 0.09,0± 0,0.03± 0.06,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0.43± 0.45,0.07± 0.19,0.04± 0.09,0.11± 0.2,0± 0,0± 0,0± 0,0.02± 0.04,0± 0,0.02± 0.05,0± 0
L.mar1,Pre-Invasion,Pond,Dry,7,49± 4.04,4.35± 1.35,0.01± 0.03,0± 0,0± 0,0± 0,0± 0,0.56± 0.3,0± 0,0.01± 0.03,0± 0,0.02± 0.05,0± 0,0.19± 0.18,0.02± 0.06,0.01± 0.03,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0.01± 0.03,0± 0,0.01± 0.03,0.14± 0.38,0± 0,0± 0,0.01± 0.03,0± 0
L.mar1,Post-Invasion,Pond,Wet,3,44.02± 4.31,3.28± 0.9,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0.33± 0.58,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0.11± 0.19,0± 0,0± 0,0.22± 0.38,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0.33± 0.58
L.mar1,Pre-Invasion,Pond,Wet,22,33.81± 9.92,1.53± 1.48,0.11± 0.24,0± 0,0± 0,0± 0,0± 0,0.21± 0.28,0.09± 0.25,0± 0,0± 0,0.36± 0.36,0± 0,0.09± 0.25,0± 0,0.05± 0.21,0± 0.01,0± 0,0± 0,0± 0,0.05± 0.15,0± 0,0± 0.02,0± 0.01,0± 0,0± 0,0.01± 0.03,0± 0.01,0± 0,0± 0,0.01± 0.02,0± 0
L.mic1,Post-Invasion,Marsh,Dry,1,99.71± NA,34.08± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,1± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA
L.mic1,Pre-Invasion,Marsh,Dry,1,67± NA,10.28± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,1± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA
L.mic1,Post-Invasion,Marsh,Wet,3,87.18± 9.37,48.93± 34.78,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0.03± 0.06,0± 0,0.91± 0.1,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0.06± 0.05,0± 0
L.mic1,Pre-Invasion,Marsh,Wet,10,NA± NA,NA± NA,0.13± 0.31,0± 0,0± 0,0± 0,0± 0,0.1± 0.22,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0.02± 0.05,0± 0,0± 0,0± 0,0± 0,0.03± 0.11,0.12± 0.21,0± 0,0± 0,0.02± 0.05,0.11± 0.21,0.02± 0.05,0.46± 0.46,0± 0,0± 0
L.mic1,Pre-Invasion,Pond,Dry,2,67± 8.49,9.33± 3.04,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0.12± 0.18,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0.88± 0.18,0± 0,0± 0,0± 0,0± 0
L.mic1,Post-Invasion,Pond,Wet,2,91.35± 5.54,72.75± 62.84,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,1± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0
L.mic1,Pre-Invasion,Pond,Wet,2,95± 2.83,24.72± 6.11,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0.5± 0.71,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0.4± 0.57,0± 0,0± 0,0± 0,0.1± 0.14,0± 0,0± 0,0± 0,0± 0
L.mic2,Post-Invasion,Marsh,Wet,3,150.37± 35.75,92.78± 50.33,0.02± 0.04,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0.01± 0.02,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0.01± 0.02,0± 0,0.94± 0.06,0± 0,0± 0,0± 0,0± 0,0.01± 0.02,0± 0,0± 0,0± 0
L.mic2,Pre-Invasion,Marsh,Wet,1,143± NA,137.26± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,1± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA
L.mic2,Post-Invasion,Pond,Wet,4,114.12± 8.11,48.37± 3,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0.75± 0.5,0± 0,0± 0,0± 0,0.25± 0.5,0± 0,0± 0,0± 0,0± 0
L.mic2,Pre-Invasion,Pond,Wet,15,125.07± 13.99,75.07± 29.2,0.01± 0.04,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0.07± 0.26,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0.03± 0.13,0± 0,0.81± 0.38,0.08± 0.22,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0
L.pla1,Post-Invasion,Pond,Dry,11,284.27± 42.35,138.81± 54.29,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0.09± 0.3,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0.3± 0.46,0.48± 0.5,0± 0,0± 0,0.03± 0.1,0± 0,0± 0,0.09± 0.3,0± 0,0± 0,0± 0,0± 0
L.pla1,Pre-Invasion,Pond,Dry,88,259.88± 100.01,185.2± 43.05,0± 0,0± 0,0± 0,0± 0,0.01± 0.06,0.01± 0.11,0± 0,0± 0,0± 0,0± 0,0.06± 0.22,0.09± 0.23,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0.07± 0.26,0± 0,0± 0,0.01± 0.11,0± 0,0± 0,0.73± 0.4,0± 0,0.01± 0.11,0± 0,0± 0
L.pla1,Post-Invasion,Pond,Wet,13,273.64± 96.23,184.24± 137.14,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0.03± 0.09,0± 0,0± 0,0± 0,0.03± 0.09,0.12± 0.22,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0.22± 0.38,0.35± 0.47,0± 0,0± 0,0.04± 0.14,0± 0,0± 0,0.04± 0.14,0.12± 0.22,0.08± 0.28,0± 0,0± 0
L.pla1,Pre-Invasion,Pond,Wet,32,6.81± 38.54,187.17± 92.58,0± 0,0.06± 0.21,0± 0,0.01± 0.03,0.24± 0.42,0± 0,0± 0,0± 0,0± 0,0± 0,0.11± 0.26,0.06± 0.19,0± 0.02,0± 0,0.01± 0.04,0± 0.02,0± 0,0.02± 0.11,0± 0,0.2± 0.38,0± 0,0± 0,0± 0,0± 0,0± 0,0.2± 0.35,0± 0,0.09± 0.27,0± 0,0± 0
L.pla2,Pre-Invasion,Pond,Dry,4,368.75± 267.87,847.58± 531.46,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0.38± 0.48,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0.25± 0.5,0.38± 0.48,0± 0,0± 0
L.pla2,Post-Invasion,Pond,Wet,4,495.75± 32.13,875± 225.46,0± 0,0± 0,0± 0,0.12± 0.25,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0.12± 0.25,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0.75± 0.29,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0
L.pla2,Pre-Invasion,Pond,Wet,22,0± 0,962.32± 418.16,0± 0,0± 0,0± 0,0.04± 0.18,0.25± 0.4,0± 0,0± 0,0.02± 0.11,0± 0,0± 0,0.05± 0.21,0.14± 0.35,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0.05± 0.21,0.29± 0.43,0± 0,0± 0,0± 0,0± 0,0± 0,0.02± 0.07,0± 0,0.16± 0.36,0± 0,0± 0
L.pun1,Pre-Invasion,Marsh,Dry,34,8850.15± 28781.5,1.23± 0.38,0.14± 0.16,0± 0,0± 0,0.04± 0.17,0± 0,0.05± 0.08,0.3± 0.26,0± 0.01,0± 0,0.23± 0.24,0.01± 0.04,0.01± 0.03,0± 0,0.02± 0.04,0± 0,0.02± 0.06,0± 0.02,0± 0,0± 0,0± 0,0± 0,0.01± 0.04,0.03± 0.07,0± 0,0.05± 0.08,0.08± 0.18,0± 0,0± 0,0± 0.01,0± 0
L.pun1,Pre-Invasion,Marsh,Wet,33,26.13± 4.27,0.66± 0.32,0.03± 0.06,0± 0,0± 0,0± 0.02,0± 0,0.2± 0.25,0.23± 0.18,0.01± 0.02,0± 0,0.35± 0.27,0± 0.01,0± 0.02,0± 0.02,0.02± 0.07,0± 0,0± 0.01,0± 0,0± 0,0± 0,0± 0,0.02± 0.09,0.01± 0.03,0.05± 0.18,0± 0,0.03± 0.06,0± 0,0± 0,0± 0,0.04± 0.18,0± 0
L.pun1,Pre-Invasion,Pond,Dry,1,35.5± NA,1.39± NA,0.02± NA,0± NA,0± NA,0± NA,0± NA,0.08± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0.9± NA,0± NA,0± NA,0± NA,0± NA,0± NA
L.pun1,Pre-Invasion,Pond,Wet,13,30.96± 4.77,1.17± 0.56,0.01± 0.05,0± 0,0± 0,0± 0,0± 0,0.16± 0.31,0.02± 0.06,0.08± 0.17,0± 0,0.35± 0.42,0.01± 0.03,0.01± 0.04,0± 0,0.08± 0.19,0± 0,0± 0,0± 0,0± 0,0.11± 0.28,0± 0,0± 0,0± 0,0.04± 0.14,0± 0,0± 0,0.04± 0.14,0.04± 0.14,0± 0,0.06± 0.18,0± 0
L.pun2,Post-Invasion,Marsh,Dry,7,68.46± 10.27,13.37± 6.78,0± 0,0± 0,0± 0,0.19± 0.24,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0.08± 0.14,0± 0,0± 0,0± 0,0.06± 0.11,0± 0,0± 0,0± 0,0± 0,0± 0,0.25± 0.36,0.08± 0.14,0± 0,0± 0,0.28± 0.4,0± 0,0± 0,0.05± 0.13,0± 0
L.pun2,Pre-Invasion,Marsh,Dry,31,6497.34± 24960.63,6.17± 3.72,0.38± 0.31,0± 0,0± 0,0.06± 0.13,0± 0,0.02± 0.05,0.05± 0.12,0.02± 0.05,0± 0,0.01± 0.04,0.05± 0.13,0.02± 0.05,0± 0,0.02± 0.05,0± 0,0.03± 0.1,0± 0,0± 0,0± 0,0.02± 0.09,0± 0,0.03± 0.07,0.06± 0.19,0± 0,0.04± 0.11,0.18± 0.2,0.03± 0.18,0± 0,0± 0,0± 0
L.pun2,Post-Invasion,Marsh,Wet,3,57.27± 14.67,7.47± 6.31,0.13± 0.23,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0.17± 0.29,0± 0,0± 0,0± 0,0± 0,0.06± 0.1,0.07± 0.12,0.47± 0.5,0± 0,0± 0,0± 0,0± 0,0± 0,0.11± 0.19,0± 0
L.pun2,Pre-Invasion,Marsh,Wet,18,71.78± 9.96,22.77± 7.12,0.2± 0.27,0± 0,0± 0,0.03± 0.07,0± 0,0.2± 0.32,0.01± 0.05,0.01± 0.06,0± 0,0± 0,0.04± 0.12,0.01± 0.05,0± 0.02,0.06± 0.13,0± 0,0± 0.02,0± 0,0± 0,0± 0,0± 0,0.09± 0.24,0.06± 0.12,0.1± 0.18,0± 0,0.02± 0.1,0.08± 0.24,0± 0,0± 0,0.07± 0.12,0± 0
L.pun2,Post-Invasion,Pond,Dry,4,50.49± 8.8,5.02± 2.78,0± 0,0± 0,0± 0,0± 0,0± 0,0.15± 0.31,0± 0,0± 0,0± 0,0± 0,0± 0,0.14± 0.24,0± 0,0± 0,0.02± 0.04,0.5± 0.58,0± 0,0± 0,0± 0,0± 0,0.12± 0.25,0± 0,0± 0,0± 0,0.02± 0.04,0± 0,0.02± 0.04,0± 0,0.02± 0.04,0± 0
L.pun2,Pre-Invasion,Pond,Dry,42,73.75± 11.48,17.03± 6.51,0.02± 0.1,0± 0,0.01± 0.06,0.01± 0.05,0± 0.03,0.18± 0.25,0.02± 0.06,0.06± 0.12,0± 0,0± 0,0.01± 0.05,0.1± 0.2,0± 0.02,0.01± 0.05,0.01± 0.06,0± 0,0± 0,0.01± 0.04,0± 0,0.04± 0.14,0± 0,0± 0,0.02± 0.06,0± 0,0± 0.02,0.32± 0.45,0.1± 0.14,0± 0,0.02± 0.06,0.05± 0.09
L.pun2,Post-Invasion,Pond,Wet,7,66.95± 4.25,11.89± 2.46,0± 0,0± 0,0± 0,0.02± 0.05,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0.07± 0.13,0± 0,0± 0,0± 0,0.09± 0.15,0± 0,0.02± 0.06,0± 0,0± 0,0.1± 0.16,0.15± 0.22,0± 0,0± 0,0± 0,0.43± 0.36,0.05± 0.13,0± 0,0.07± 0.13,0± 0
L.pun2,Pre-Invasion,Pond,Wet,10,62.1± 17.04,10.1± 7.85,0.15± 0.24,0± 0,0± 0,0± 0,0± 0,0.07± 0.12,0± 0,0.04± 0.08,0± 0,0.04± 0.14,0.11± 0.31,0.02± 0.04,0.02± 0.04,0.03± 0.06,0± 0,0.02± 0.04,0± 0,0± 0,0.02± 0.03,0± 0,0.21± 0.37,0.06± 0.1,0.01± 0.02,0± 0,0± 0,0.1± 0.14,0± 0,0± 0,0.09± 0.12,0± 0
L.pun3,Post-Invasion,Marsh,Dry,1,95.63± NA,38.25± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,1± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA
L.pun3,Pre-Invasion,Marsh,Wet,2,101.25± 5.3,44.84± 6.39,0.25± 0.35,0.06± 0.09,0± 0,0.19± 0.27,0± 0,0± 0,0± 0,0.25± 0.35,0± 0,0± 0,0.25± 0.35,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0
L.pun3,Post-Invasion,Pond,Dry,2,116.04± 25.41,60.7± 30,0± 0,0± 0,0± 0,0.5± 0.71,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0.5± 0.71,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0
L.pun3,Pre-Invasion,Pond,Dry,16,105.31± 7.34,45.32± 11.52,0.01± 0.02,0± 0,0.01± 0.03,0± 0,0± 0,0.16± 0.25,0± 0.01,0.1± 0.14,0± 0,0± 0,0.01± 0.03,0.15± 0.18,0± 0,0.02± 0.06,0± 0,0.03± 0.12,0± 0,0± 0,0± 0,0.02± 0.08,0± 0,0± 0,0.03± 0.08,0.01± 0.03,0± 0,0.03± 0.09,0.13± 0.15,0± 0,0.04± 0.1,0.24± 0.33
L.pun3,Post-Invasion,Pond,Wet,1,94.49± NA,34.99± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0.08± NA,0± NA,0.83± NA,0.08± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA
L.pun3,Pre-Invasion,Pond,Wet,6,109.17± 14.29,52.58± 27.29,0± 0,0± 0,0± 0,0± 0,0± 0,0.14± 0.22,0± 0,0± 0,0± 0,0± 0,0± 0,0.33± 0.38,0± 0,0.02± 0.05,0.08± 0.2,0± 0,0± 0,0± 0,0± 0,0± 0,0.23± 0.39,0.1± 0.15,0.02± 0.05,0± 0,0± 0,0± 0,0± 0,0± 0,0.08± 0.2,0± 0
L.sic1,Pre-Invasion,Pond,Wet,28,36.95± 5.57,0.37± 0.16,0± 0,0.02± 0.1,0± 0,0± 0,0± 0,0.78± 0.3,0.02± 0.07,0± 0,0.05± 0.1,0.04± 0.14,0.01± 0.03,0± 0,0.02± 0.06,0± 0,0± 0,0.01± 0.06,0± 0,0.04± 0.19,0± 0,0± 0,0.01± 0.04,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0
M.alb4,Post-Invasion,Pond,Wet,1,640± NA,212.25± NA,0± NA,0± NA,0± NA,0.5± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0.5± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA
M.sal1,Post-Invasion,Pond,Dry,1,220± NA,290± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,1± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA
M.sal1,Post-Invasion,Pond,Wet,7,319.43± 83.71,578.57± 288.47,0± 0,0± 0,0± 0,0.07± 0.19,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0.14± 0.38,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0.64± 0.38,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0.14± 0.24,0± 0,0± 0
M.sal1,Pre-Invasion,Pond,Wet,24,182.77± 42.04,154.32± 98.36,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0.25± 0.37,0± 0,0± 0,0± 0,0± 0,0.01± 0.03,0± 0,0± 0,0± 0,0.15± 0.31,0± 0,0± 0,0± 0,0± 0,0± 0,0.38± 0.39,0± 0,0.12± 0.3,0± 0,0± 0
M.sia1,Post-Invasion,Marsh,Wet,1,190± NA,110± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0.5± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0.5± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA
M.sia1,Post-Invasion,Pond,Wet,6,180.33± 24.14,29.58± 10.43,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0.5± 0.55,0.5± 0.55,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0
N.cry1,Pre-Invasion,Pond,Wet,4,53.12± 8.98,2.17± 1.4,0± 0,0.04± 0.08,0± 0,0± 0,0± 0,0.56± 0.39,0.16± 0.23,0± 0,0.04± 0.08,0± 0,0± 0,0.02± 0.03,0± 0,0± 0,0.04± 0.08,0± 0,0.02± 0.02,0.01± 0.02,0± 0,0.09± 0.17,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0.01± 0.02,0± 0,0± 0,0± 0
N.flo1,Post-Invasion,Pond,Dry,1,380± NA,24.93± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,1± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA
N.gyr1,Post-Invasion,Marsh,Dry,1,39.35± NA,1.08± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,1± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA
N.gyr1,Pre-Invasion,Marsh,Dry,8,37.38± 3.99,1.05± 0.35,0.14± 0.35,0± 0,0± 0,0± 0,0± 0,0.05± 0.12,0.04± 0.12,0± 0,0± 0,0.05± 0.15,0± 0,0± 0,0± 0,0.12± 0.35,0± 0,0± 0,0± 0,0± 0,0.12± 0.35,0± 0,0± 0,0± 0,0± 0,0.02± 0.06,0.02± 0.06,0± 0,0.43± 0.49,0± 0,0± 0,0± 0
